y,x,MarketName,WIC,Organic,Vegetables,Fruits,Meat,Grains
39.018037,-85.059414,Dillsboro Farmers Market,Y,N,N,N,N,N
42.646201,-84.647388,Dimondale Farmers' Market,Y,N,Y,Y,Y,N
32.20079,-83.176305,Dodge County Farmer's Market,N,-,Y,Y,N,N
42.962345,-90.129944,Dodgeville Farmers Market,Y,-,Y,Y,Y,N
37.764836,-108.903587,Dolores County Farmers Market,N,-,Y,Y,N,N
44.730034,-116.07672,Donnelly Farmers Market,N,Y,Y,Y,N,N
42.304202,-71.060126,Dorchester/Dorchester House Farmers Market,Y,Y,Y,Y,N,N
37.5380571,-77.405887,Dorey Park Farmers Market ,N,N,Y,Y,N,N
43.013121,-88.4725142,Dousman Farmers Market,N,-,Y,Y,N,N
43.200765,-70.875971,Dover Farmers' Market,N,Y,Y,Y,Y,N
40.746359,-74.000805,Down to Earth Chelsea Farmers Market ,Y,Y,Y,Y,Y,Y
40.7308,-73.773482,Down to Earth Cunningham Park Farmers Market,Y,Y,Y,Y,Y,N
40.933512,-73.760008,Down to Earth Larchmont Farmers Market,Y,Y,Y,Y,Y,Y
40.944797,-73.730404,Down to Earth Mamaroneck Winter Farmers Market,Y,Y,Y,Y,Y,Y
40.724358,-73.943291,Down to Earth McGolrick Park Farmers Market,Y,Y,Y,Y,Y,N
40.801254,-73.959645,Down to Earth Morningside Park Farmers Market,Y,Y,Y,Y,Y,N
40.93357,-73.791017,Down to Earth New Rochelle Farmers Market,Y,Y,Y,Y,Y,Y
41.160793,-73.86341,Down to Earth Ossining Farmers Market,Y,Y,Y,Y,Y,Y
40.672303,-73.983867,Down to Earth Park Slope Farmers Market,Y,Y,Y,Y,Y,Y
40.751776,-73.826548,Down to Earth Queens Botanical Garden Farmers Market,Y,N,Y,Y,N,N
40.983895,-73.686043,Down to Earth Rye Farmers Market,Y,Y,Y,Y,Y,Y
40.007243,-75.705606,Downingtown Farmers Market,Y,N,Y,Y,Y,Y
29.790872,-82.495552,Downtown Alachua Farmer's Market,N,Y,Y,Y,Y,N
42.254801,-83.208989,Downtown Allen Park Farmers Market,N,N,Y,Y,N,N
42.499698,-89.035555,Downtown Beloit Farmer's Market,Y,Y,Y,Y,Y,Y
37.869819,-122.2716,Downtown Berkeley,Y,Y,Y,Y,Y,Y
40.480014,-88.994107,Downtown Bloomington Farmers Market,Y,Y,Y,Y,Y,Y
40.478127,-88.996165,Downtown Bloomington Farmers Market- Indoor,N,Y,Y,Y,Y,Y
32.55736,-95.863185,Downtown Canton Farmers Market,N,Y,Y,Y,Y,Y
39.728991,-121.840469,Downtown Chico Thursday Night Market,Y,-,Y,Y,Y,N
35.088507,-92.440867,Downtown Conway Farmers' & Crafts Market,Y,-,Y,Y,Y,N
33.755828,-96.54535,Downtown Denison Farmers Market,N,N,Y,Y,Y,N
42.036328,-88.282543,Downtown Elgin Farmers Market,N,Y,Y,Y,Y,N
37.993544,-87.586443,DOWNTOWN EVANSVILLE FARMERS MARKET,Y,-,Y,Y,Y,N
36.6097959,-88.3022291,Downtown Farmers Market,N,Y,Y,Y,Y,N
34.721099,-80.770914,Downtown Farmers Market,N,Y,Y,Y,Y,N
36.609868,-88.302435,Downtown Farmers Market,N,Y,Y,Y,Y,N
27.449057,-80.321851,"Downtown Farmers Market of Fort Pierce, Inc.",N,Y,Y,Y,Y,N
43.775364,-88.446973,Downtown Fond du Lac Farmers Market - Saturday,Y,N,Y,Y,Y,Y
43.777853,-88.447092,Downtown Fond du Lac Farmers Market - Wednesday,Y,N,Y,Y,Y,Y
44.513118,-88.017128,Downtown Green Bay Saturday Farmers Market,Y,Y,Y,Y,Y,N
39.095734,-84.857359,Downtown Lawrenceburg Farmer's Market,Y,N,Y,Y,Y,N
40.7395472,-84.1058237,DOWNTOWN LIMA FARMERS' MARKET,N,-,Y,Y,N,N
32.460885,-90.114634,Downtown Madison Farmers Market,N,-,Y,Y,Y,N
38.738245,-85.382973,Downtown Madison Farmers Market,Y,Y,Y,Y,Y,N
46.543488,-87.395409,Downtown Marquette Farmers Market,Y,Y,Y,Y,Y,N
35.6268,-91.234721,Downtown Newport Farmers Market,Y,-,Y,N,N,N
38.107536,-122.578749,Downtown Novato Community Farmers Market,Y,Y,Y,Y,N,Y
37.44533,-122.159029,Downtown Palo Alto Farmers' Market,N,Y,Y,Y,Y,Y
36.332762,-94.116,Downtown Rogers Farmers Market,N,-,Y,N,Y,N
36.9724758,-122.0270374,Downtown Santa Cruz Farmers' Market,Y,Y,Y,Y,Y,N
46.602267,-120.502787,Downtown Yakima Farmers Market,Y,Y,Y,Y,Y,N
36.277008,-88.693465,Dresden Farmers Market,N,Y,Y,Y,Y,N
39.317944,-76.645847,Druid Hill Farmers' Market,Y,Y,Y,Y,N,N
37.710402,-121.878639,Dublin,Y,Y,Y,Y,N,N
42.504521,-90.667851,Dubuque Farmers Market,Y,Y,Y,Y,Y,Y
46.788805,-92.093948,Duluth's Downtown Farmers' Market,N,N,Y,Y,N,N
37.273063,-107.882758,Durango Farmers Market,N,Y,Y,Y,Y,Y
36.000559,-78.901856,Durham Farmers' Market,Y,Y,Y,Y,Y,Y
43.13661,-70.910656,Durham Farmers' Market,N,Y,Y,Y,Y,N
47.744679,-121.986419,Duvall Farmers Market,Y,Y,Y,Y,Y,N
39.473055,-118.776299,E. Center St. Farmers Market,Y,Y,Y,Y,N,N
40.816121,-96.432729,Eagle Farmers Market,N,-,Y,Y,N,N
29.975941,-95.194557,Eagle Springs Farmers Market,N,Y,Y,Y,Y,N
33.738679,-84.344531,East Atlanta Village Farmers Market ,N,Y,Y,Y,Y,Y
42.374945,-71.039467,East Boston Farmers Market - Summer/Early Fall,Y,Y,Y,Y,Y,Y
42.3313532,-71.076514,East Boston Farmers On-line Market - Winter/Spring,Y,Y,Y,Y,Y,Y
29.757511,-95.342978,East End Market,N,N,Y,Y,Y,N
42.618063,-73.695566,East Greenbush Library & YMCA Farmers Market,Y,-,Y,Y,N,N
34.10151,-118.308877,East Hollywood Certified Farmers' Market,Y,N,Y,Y,N,N
36.172268,-86.764338,East Nashville Farmers' Market ,N,Y,Y,Y,Y,Y
40.76125,-74.209979,East Orange Farmer's Market,Y,Y,Y,Y,N,Y
37.469415,-122.13255,East Palo Alto Community Farmers Market,Y,Y,Y,Y,N,N
33.679488,-84.442141,East Point Farmers Market ,N,Y,Y,Y,Y,N
42.088757,-76.794875,East Side Farmers' Market,Y,-,Y,Y,Y,N
45.615372,-122.493777,East Vancouver Farmers Market,Y,-,Y,Y,Y,N
42.97573,-78.595325,Eastgate Plaza Farmers Market,N,Y,Y,Y,Y,N
42.265189,-72.669638,Easthampton Farmers & Makers Market,Y,-,Y,Y,Y,Y
40.689778,-75.206274,Easton Farmers' Market,Y,Y,Y,Y,Y,Y
35.976258,-83.900903,Eastside Sunday Market,Y,N,Y,Y,Y,N
41.901795,-71.504764,Eat Drink RI Market at Blackbird Farm,N,-,Y,Y,Y,N
34.076409,-118.258276,Echo Park Farmers' Market,Y,Y,Y,Y,N,N
36.062086,-76.607401,Edenton Farmers Market,Y,N,Y,Y,Y,N
47.811264,-122.376787,Edmonds Museum Summer Market,Y,Y,Y,Y,Y,N
45.049942,-87.280716,Egg Harbor Farmers Market,N,N,Y,Y,N,N
34.075484,-118.03995,El Monte Farmers' Market,Y,-,Y,Y,N,Y
42.36051,-93.100656,Eldora Farmers Market,Y,-,Y,Y,N,N
30.346425,-97.370756,Elgin Farmers' Market,N,N,Y,Y,Y,N
41.9036393,-72.4681079,Ellington Farmers Market,Y,-,Y,Y,Y,N
41.8697886,-72.49035,Ellington Winter Farmers' Market,Y,-,Y,Y,Y,N
38.093439,-83.122634,Elliott County Farmers’ Market,Y,N,Y,Y,N,N
42.349361,-71.229493,Elm Street Market,Y,Y,Y,Y,Y,N
42.923862,-78.877625,Elmwood Bidwell Farmers' Market,Y,Y,Y,Y,Y,N
40.5366,-75.4903,Emmaus Farmers' Market,N,Y,Y,Y,Y,N
44.811224,-86.063056,Empire Farmers Market,Y,Y,Y,Y,N,N
37.087883,-94.502691,Empire Market,N,Y,Y,Y,Y,N
34.1862306,-118.5128542,Encino Farmers Market,Y,Y,Y,Y,Y,N
46.119734,-85.578248,Engadine Area Farmers' Market,Y,-,Y,N,N,N
35.54099,-82.684674,Enka-Candler Tailgate Market,N,Y,Y,Y,Y,N
32.32763,-96.629391,Ennis Farmers Market,Y,-,Y,Y,Y,Y
47.202843,-121.987466,Enumclaw Plateau Farmers' Market,N,-,Y,Y,N,N
36.003598,-106.065805,Espanola Farmers Market,Y,Y,Y,Y,Y,N
41.458263,-122.895854,Etna Farmers Market,Y,Y,Y,Y,Y,Y
36.398616,-93.746149,Eureka Springs Farmers Market,Y,Y,Y,Y,Y,N
43.899648,-85.259592,Evart Farmers' Market,Y,N,Y,Y,Y,N
21.314954,-158.007174,Ewa Beach Community Park (People's Open Market),N,N,Y,Y,N,N
42.983633,-70.950053,Exeter Farmers’ Market,N,Y,Y,Y,Y,N
43.59449,-73.266531,Fair Haven Market (hosted by The Vermont Farmers Market,Y,-,Y,Y,N,N
37.985729,-122.58998,Fairfax Community Farmers' Market,Y,Y,Y,Y,Y,Y
38.846056,-77.308647,Fairfax Community Farmers' Market,N,-,Y,Y,Y,N
36.747475,-94.854471,Fairland Farmers Market,N,-,Y,Y,Y,N
47.768387,-117.41778,Fairwood Farmers' Market,Y,Y,Y,Y,Y,N
40.877605,-96.728376,Fallbrook Farmers' Market,N,Y,Y,Y,Y,N
43.560777,-96.723203,Falls Park Farmers Market ,N,Y,Y,Y,Y,N
39.894467,-86.274997,Farm to Fork Farmers Market at Normandy Farms,N,Y,Y,Y,Y,N
42.665745,-73.798353,Farm to Preschool Market: Mercy Cares for Kids,Y,Y,Y,N,N,N
32.326444,-106.789695,Farmers and Crafts Market of Las Cruces ,Y,Y,Y,Y,Y,N
32.9178496,-96.8952798,Farmers Branch Market,N,-,Y,Y,N,N
60.472775,-151.135361,Farmers Fresh Market,Y,-,Y,Y,N,N
41.767594,-88.159755,Farmers Market at St. John's,N,N,Y,Y,Y,N
37.683658,-85.217676,Farmers Market at the Depot,Y,-,Y,Y,Y,N
39.791832,-85.75624,Farmers Market at the Fairgrounds,Y,N,Y,Y,Y,N
33.697831,-111.893119,Farmers Market North Scottsdale,N,-,Y,Y,N,N
32.234811,-80.862568,Farmers Market of Bluffton,Y,Y,Y,Y,Y,Y
36.419093,-94.446383,Farmers Market of Gravette,N,N,Y,Y,Y,N
37.136365,-93.255076,Farmers Market of the Ozarks,N,Y,Y,Y,Y,Y
37.244082,-85.482096,Farmers Market on Green River,Y,N,Y,Y,Y,N
37.103437,-85.307537,Farmers Market on the Square,N,N,Y,Y,Y,N
37.103437,-85.307537,Farmers Market on the Square,N,N,Y,Y,Y,N
40.201689,-77.189254,Farmers on the Square,Y,Y,Y,Y,Y,N
40.377613,-80.669759,Farmers' gateway Market,N,-,Y,Y,Y,N
20.070927,-155.44974,Farmers' Market at Hamakua Harvest,N,Y,Y,Y,N,N
39.53886,-83.427938,Fayette County Farmers Market,Y,N,Y,Y,N,N
39.53886,-83.427938,Fayette County Farmers Market,N,N,Y,Y,N,N
39.641132,-85.139738,Fayette County Farmers' Market,N,-,Y,Y,Y,N
35.800209,-79.090143,Fearrington Farmers' Market,N,Y,Y,Y,Y,N
37.048109,-122.073815,Felton Farmers' Market,Y,Y,Y,Y,Y,N
38.7375795,-90.3027133,Ferguson Farmers' Market,N,Y,Y,Y,N,Y
37.795162,-122.39352,Ferry Plaza Farmers Market,Y,Y,Y,Y,Y,Y
42.6792512,-74.4669868,Festival Farmers Market,Y,N,Y,Y,Y,N
39.23161,-84.54095,Fibonacci's Mount Healthy Farmers Market,N,-,Y,Y,Y,N
40.9509375,-83.1700053,Fifth Street Farmers' Market,N,-,Y,Y,N,N
30.211573,-92.031394,Fightingville Fresh,N,-,Y,Y,N,N
37.723203,-97.156597,Firefly Farmers' Market,N,N,Y,Y,Y,Y
45.113436,-87.24535,Fish Creek Settlement Shops Farm Market,N,Y,Y,Y,N,N
41.380339,-71.488239,Fisherman's Memorial Park Farmers Market,Y,-,Y,Y,N,Y
38.421407,-83.759523,Fleming County Farmers’ Market,Y,-,Y,Y,Y,N
37.670674,-82.775995,Floyd County Farmers Market,Y,-,Y,Y,N,N
38.315002,-85.896109,Floyd County Farmers Market (Floyds Knobs),Y,-,Y,Y,Y,N
43.061843,-87.939701,Fondy Farmers Market,Y,N,Y,Y,N,N
42.8482536,-106.3269901,Food for Thought Summer Market,N,N,Y,Y,Y,N
37.36437,-79.285443,Forest farmers market,N,N,Y,Y,Y,N
45.520623,-123.112063,Forest Grove Farmers Market,Y,Y,Y,Y,Y,Y
38.1087,-78.44106,Forest Lakes Farmers Market,N,N,Y,Y,Y,N
39.865956,-85.989646,Fort Ben Farmers Market,Y,Y,Y,Y,Y,N
34.470848,-104.244013,Fort Sumner Farmers Market,Y,N,Y,Y,N,N
42.398071,-88.17851,Fox Lake Farmers Market,N,-,Y,Y,Y,N
43.344313,-83.738212,Frankenmuth Farmers Market,Y,Y,Y,Y,Y,Y
38.201613,-84.88021,Franklin County Farmers Market,Y,Y,Y,Y,Y,Y
39.479799,-86.05768,Franklin Farmers Market,N,Y,Y,Y,Y,N
39.966119,-82.951398,Franklin Park Conservatory and Botanical Gardens Farmers' Market,N,-,Y,Y,N,N
36.724368,-86.577261,Franklin Simpson Farmers' Market,Y,N,Y,Y,N,N
37.980191,-87.594742,Franklin Street Bazaar,Y,-,Y,Y,Y,Y
33.76759,-84.35682,Freedom Farmers Market at the Carter Center,N,Y,Y,Y,Y,Y
37.0526877,-94.5268459,"Freeman Health System, West - Farmers Market",N,-,Y,Y,Y,N
41.519748,-90.582083,Freight House Farmers' Market,Y,Y,Y,Y,Y,Y
29.717952,-98.072988,Freiheit Village Farmers Market,N,N,Y,Y,Y,N
38.016546,-121.812514,Fresh Approach Mobile Farmers' Market,N,-,Y,Y,N,N
39.9731925,-75.748454,Fresh2You Mobile Market,Y,N,Y,Y,N,Y
38.911806,-77.044967,FRESHFARM Dupont Market,Y,Y,Y,Y,Y,N
29.520767,-95.191302,Friendswood Farmers Market,N,Y,Y,Y,Y,Y
41.078388,-85.136155,Ft. Wayne's Farmers Market - Summer,N,Y,Y,Y,Y,Y
41.074494,-85.140411,Ft. Wayne's Farmers Market-Winter Market,N,Y,Y,Y,Y,Y
29.690226,-95.888475,Fulshear Farmers' Market,N,-,Y,Y,Y,Y
41.0647645,-86.2158331,Fulton County Farmers Market,N,Y,Y,Y,Y,N
40.706222,-74.003474,Fulton Stall Market - Indoor Farmers Market,N,Y,Y,Y,Y,Y
42.963913,-85.640479,Fulton Street Farmers Market,Y,Y,Y,Y,Y,Y
37.075194,-94.635517,Galena KS Farmer's Market,N,N,Y,Y,N,Y
36.388902,-86.448948,Gallatin Farmers Market ,N,-,Y,Y,Y,N
33.9097475,-117.4578357,Galleria @ Tyler Riverside Farmers Market,Y,Y,Y,Y,Y,Y
37.9772536,-100.8532074,Garden City Farmers Market,N,-,Y,Y,N,N
38.812999,-94.925777,Gardner Farmers Market,N,Y,Y,Y,Y,Y
39.731109,-86.14183,Garfield Park Farmers Market,Y,Y,Y,Y,Y,Y
37.614373,-84.583209,Garrard County Farmers Market,N,N,Y,N,N,N
40.489812,-85.598506,"Gas City, IN Farmers Market ",N,N,Y,Y,Y,N
33.430404,-94.029671,Gateway Farmers Market,Y,-,Y,Y,Y,N
45.402192,-91.844351,General Store Market ,N,-,Y,Y,N,N
33.3662089,-79.2817826,Georgetown Farmers Market,Y,-,N,Y,Y,N
29.857439,-95.422239,Get Moving Houston Farmers Market - Acres Homes,Y,N,Y,Y,N,N
29.780472,-95.386342,Get Moving Houston Farmers Market - Denver Harbor ,Y,N,Y,Y,N,N
29.614043,-95.43355,Get Moving Houston Farmers Market - Hiram Clarke ,Y,N,Y,Y,N,N
29.734482,-95.300902,Get Moving Houston Farmers Market - Magnolia,Y,N,Y,Y,N,N
29.851549,-95.304197,Get Moving Houston Farmers Market - Northeast,Y,N,Y,Y,N,N
29.711246,-95.496227,Get Moving Houston Farmers Market - Southwest,Y,N,Y,Y,N,N
29.656412,-95.356477,Get Moving Houston Farmers Market - Sunnyside,Y,N,Y,Y,N,N
43.425347,-71.332318,Gilmanton Community Farmers Market Association,N,Y,Y,Y,Y,N
39.2214548,-94.5730016,Gladstone Farmers' Market,N,N,Y,Y,Y,N
44.897978,-85.986905,Glen Arbor Farmers Market,Y,Y,Y,Y,Y,N
33.957828,-85.934714,GLENCOE,N,-,N,Y,N,N
43.317546,-73.653504,Glens Falls Farmers Market Association,Y,Y,Y,Y,Y,N
41.837551,-87.681844,Glenwood Sunday Market,Y,Y,Y,Y,Y,Y
41.649602,-71.444335,Goddard Memorial State Park Farmers Market,Y,Y,Y,Y,Y,N
32.829956,-96.706451,Good Local Markets White Rock Farmers Market,N,N,Y,Y,N,N
44.403334,-92.624672,Goodhue Farmers Market,N,-,Y,Y,Y,N
42.932194,-114.712524,Gooding Farmer's Market,N,-,Y,Y,Y,Y
40.037308,-75.221221,Gorgas Park Farmers' Market,Y,N,Y,Y,N,N
41.401966,-74.322899,Goshen Farmers Market,Y,N,Y,Y,Y,N
34.49802,-91.55237,Grand Prairie Farmers Market,N,-,Y,Y,N,N
47.221394,-93.529757,Grand Rapids Farmers' Market,N,N,Y,Y,Y,Y
37.265053,-79.978064,Grandin Village Farmers Market,N,N,Y,Y,Y,Y
33.738909,-84.373629,Grant Park Farmers Market ,N,Y,Y,Y,Y,N
40.823804,-73.943475,Grass Roots Farmers Market,Y,N,Y,Y,N,N
42.606069,-72.559612,"Great Falls Farmers Market, Turners Falls",Y,-,Y,Y,Y,N
40.041867,-79.977907,Greater Washington County Food Bank Farmers' Market,N,N,Y,Y,N,N
43.9720957,-75.91127269,Greater Watertown-North Country Chamber of Commerce Farm & Craft Market,N,Y,Y,Y,Y,N
40.424001,-104.689105,Greeley Farmers Market,N,-,Y,Y,Y,N
41.915854,-87.633865,Green City Market Lincoln Park,Y,Y,Y,Y,Y,Y
41.880039,-87.650439,Green City Market West Loop,Y,Y,Y,Y,Y,N
33.784257,-84.378551,Green Market at Piedmont Park,N,Y,Y,Y,Y,N
47.100539,-94.584857,Green Scene Walker Community Farmer's Market,N,Y,Y,Y,Y,Y
39.001146,-76.877296,Greenbelt Farmers Market,N,Y,Y,Y,Y,N
38.233858,-78.384143,Greene Farmers Market,N,-,Y,Y,Y,N
29.9165076,-90.0653599,Gretna Farmers Market,N,Y,Y,Y,Y,Y
41.743189,-92.724057,Grinnell Farmers Market,Y,N,Y,Y,Y,N
30.4617557,-91.1491139,Grow Baton Rouge Farmers Market,Y,-,Y,Y,N,Y
33.387808,-82.11834,Growing Augusta Pop-Up Market ,N,Y,Y,N,N,N
42.782433,-91.095446,Guttenberg Farmers Market,Y,-,Y,Y,Y,N
21.373292,-157.914948,Halawa District Park (People's Open Market),N,N,Y,Y,N,N
36.76317,-78.92836,Halifax Market Place & Farmers Market,N,N,Y,Y,N,Y
39.394328,-84.565522,Hamilton's Historic Farmers Market,N,-,Y,Y,N,N
35.1865196,-78.8531625,Hammond's Grandson's Produce,N,N,Y,Y,N,N
44.74558,-68.847236,Hampden Farmers Market,Y,Y,Y,Y,Y,N
36.912352,-76.305582,Hampton Blvd Farmers Market,N,Y,Y,Y,Y,Y
42.742892,-93.209702,Hampton Farmers Market,Y,N,Y,Y,N,N
22.201731,-159.499208,Hanalei Farmers' Market at Hale Halawai 'Ohana O Hanalei,N,-,Y,Y,N,N
41.039589,-83.653004,Hancock County Farmers' Market,N,-,Y,Y,Y,N
39.803273,-76.98261,Hanover Market House,N,N,Y,Y,Y,N
41.080456,-81.521429,HAPI Fresh Farmers' Market ,Y,Y,Y,Y,N,N
41.080456,-81.521429,HAPI Fresh Farmers' Market ,N,Y,Y,Y,N,N
41.0359345,-85.2011808,Hardy’s Farm Market,Y,N,Y,Y,N,N
31.073245,-97.681611,Harker Heights Farmers Market,N,N,Y,Y,Y,Y
38.394075,-84.286978,Harrison County Farmers Market - Saturday,Y,-,Y,Y,N,N
38.390005,-84.297879,Harrison County Farmers Market - Wednesday,Y,-,Y,Y,N,N
37.271492,-85.889578,Hart County Farmers Market,Y,N,Y,Y,N,N
43.632679,-96.947438,Hartford Farmers Market,N,N,Y,Y,N,N
40.808707,-73.947702,Harvest Home 125th Street Market,Y,N,Y,Y,N,N
40.674043,-73.94453,Harvest Home Brower Park Market,Y,N,Y,Y,N,N
40.688145,-73.96631,Harvest Home Clinton Hill Market,Y,N,Y,Y,N,N
40.870274,-73.831007,Harvest Home Co-Op City Market,Y,N,Y,Y,N,N
40.58551,-73.966129,Harvest Home Coney Island Hospital Market,Y,N,Y,Y,N,N
40.790266,-73.945625,Harvest Home East Harlem Market,Y,N,Y,Y,N,N
40.814968,-73.9401,Harvest Home Harlem Hospital Market,Y,N,Y,Y,N,N
40.820779,-73.890698,Harvest Home Hunts Point Market,Y,N,Y,Y,N,N
40.857347,-73.846979,Harvest Home Jacobi Hospital Market,Y,N,Y,Y,N,N
40.655889,-73.94252,Harvest Home Kings County Hospital Market,Y,N,Y,Y,N,N
40.803029,-73.948857,Harvest Home Lenox Avenue Market,Y,N,Y,Y,N,N
40.785539,-73.94622,Harvest Home Metropolitan Hospital Market,Y,N,Y,Y,N,N
40.8427,-73.909517,Harvest Home Mt. Eden Market,Y,N,Y,Y,N,N
40.880479,-73.883864,Harvest Home North Central Bronx Market,Y,N,Y,Y,N,N
40.81385,-73.911898,Harvest Home St. Mary's Park Market,Y,N,Y,Y,N,N
40.822369,-73.953193,Harvest Home West Harlem Market,Y,N,Y,Y,N,N
21.283943,-157.713935,Hawaii Kai Park n Ride (People's Open Market),N,N,Y,Y,N,N
41.150692,-81.360033,Haymaker Farmers' Market,Y,Y,Y,Y,Y,N
41.155218,-81.337712,Haymaker Farmers' Market,Y,Y,Y,Y,Y,N
39.726276,-85.91723,Healthway Park Farmers Market,Y,-,Y,Y,Y,N
37.916391,-76.473204,Heathsville Farmers Market,N,-,Y,Y,Y,N
40.329639,-111.167763,Heber Market on Main,N,-,Y,Y,N,N
34.094113,-118.351434,Helen Albert Certified Farmers' Market,N,Y,Y,Y,N,N
35.314825,-82.458271,Henderson County Tailgate Market,N,-,Y,Y,N,N
40.778922,-97.811491,Henderson Farmers Market,N,-,Y,Y,N,N
44.508647,-96.426422,Hendricks Farmers Market,N,-,Y,Y,N,N
39.4668834,-76.644722,Hereford Farm Market,N,Y,Y,Y,Y,N
40.199476,-100.631876,Heritage Acres Drive-thru Market,N,Y,Y,Y,Y,Y
37.135019,-84.096167,Heritage Farmers' Market,N,-,Y,Y,N,N
34.110872,-117.532318,Heritage Harvest Certified Farmers Market @Victoria ,Y,Y,N,Y,Y,Y
34.1324115,-109.281673,Heritage Market,N,N,Y,Y,Y,N
34.823026,-89.994281,Hernando Farmers Market,Y,N,Y,Y,Y,Y
38.970411,-77.387108,Herndon Farmers Market ,N,N,Y,Y,N,N
40.515537,-112.015037,Herriman Farmers Market,N,Y,Y,Y,N,N
36.433597,-87.24862,Hickory Point UMC Produce Market,N,N,Y,Y,N,N
34.473755,-117.257633,High Desert Farmers Market,N,Y,Y,Y,Y,N
35.966162,-80.012645,High Point Farmers Market,N,N,Y,Y,Y,N
29.825509,-82.596257,High Springs Farmers Market,Y,N,Y,Y,Y,N
38.409646,-79.586195,Highland Farmers' Market,N,Y,Y,Y,Y,N
39.547023,-104.999685,Highlands Ranch Farmers Market,N,N,Y,Y,Y,N
42.5171234,-94.5353089,Highway 7 Market,N,-,Y,Y,N,N
38.232278,-90.566655,Hillsboro Farmers Market,N,N,Y,Y,Y,N
45.524375,-122.990366,Hillsboro Farmers' Markets - Downtown Hillsboro,Y,N,Y,Y,Y,N
45.534675,-122.917552,Hillsboro Farmers' Markets - Orenco Station,Y,Y,Y,Y,Y,Y
45.477581,-122.692801,Hillsdale Farmers' Market,Y,Y,Y,Y,Y,Y
31.846772,-81.59569,Hinesville Farmers Market ,N,N,Y,Y,N,N
42.247351,-70.888967,"Hingham Farmers Market, Inc.",Y,N,Y,Y,Y,N
41.8036543,-87.928694,Hinsdale Farmers Market,N,Y,Y,Y,Y,N
34.504886,-93.050943,Historic Downtown Farmers Market,N,N,Y,Y,Y,N
40.719659,-74.042428,Historic Downtown Jersey City Farmers Market,Y,Y,Y,Y,N,N
43.053482,-83.309076,Historic Farmers Market of Lapeer LLC,Y,-,Y,Y,N,N
38.772137,-75.14746,Historic Lewes Farmers Market,Y,Y,Y,Y,Y,N
38.768122,-75.14776,Historic Lewes Farmers Market,Y,Y,Y,Y,N,N
38.747053,-75.150136,Historic Lewes Farmers Market Summer Wednesday Market,Y,N,Y,Y,N,N
35.682465,-82.008815,Historic Marion Tailgate Market,N,N,Y,Y,Y,Y
37.944042,-87.405321,Historic Newburgh Farmers Market,Y,N,Y,Y,Y,N
38.7186566,-93.9908869,Holden MO Farmer's Market,N,N,Y,Y,N,N
42.7906,-83.625343,Holly Farmers Market,N,N,Y,Y,Y,N
35.650573,-78.83619,Holly Springs Farmers Market,Y,-,Y,Y,Y,N
34.099639,-118.328191,Hollywood Farmers' Market,Y,Y,Y,Y,Y,Y
38.247929,-76.420927,Home Grown Farm Market,Y,Y,Y,Y,Y,N
59.638109,-151.512342,Homer Farmers Market,Y,-,Y,Y,N,Y
41.562264,-87.666231,Homewood Farmers Market,N,-,Y,Y,N,N
45.710094,-121.515814,Hood River Farmers Market,Y,Y,Y,Y,Y,N
45.349594,-121.960918,Hoodland Farmers Market ,Y,Y,Y,Y,Y,N
41.725161,-71.282144,Hope & Main's Schoolyard Market,N,-,Y,Y,Y,Y
41.799956,-71.356584,Hope Street Farmers Market,Y,Y,Y,Y,Y,Y
44.925619,-93.417104,Hopkins Farmers Winter Market,Y,Y,Y,Y,Y,Y
36.866111,-87.489438,Hopkinsville-Christian County Downtown Farmers Market,Y,-,Y,Y,Y,N
42.229299,-71.51777,Hopkinton Farmers Market,Y,Y,Y,Y,Y,N
43.432276,-103.479082,Hot Springs Farmers Market,N,N,Y,Y,N,N
34.956245,-81.942413,Hub City Farmers' Market,Y,-,Y,Y,Y,N
42.248656,-73.783692,Hudson Farmers Market,Y,Y,Y,Y,Y,Y
37.519516,-77.610398,Huguenot-Robious Farmers Market,N,-,Y,Y,N,N
37.519378,-77.610901,Huguenot-Robious Farmers Market @ The Great Big Greenhouse,N,N,Y,Y,N,N
40.505223,-74.871267,Hunterdon Land Trust Farmers Market,N,Y,Y,Y,Y,N
40.485653,-78.01723,Huntingdon Farmers' Market,Y,Y,Y,Y,Y,N
42.168577,-88.424435,Huntley Farmers Market,Y,-,Y,Y,Y,N
30.545152,-97.548336,Hutto Farmers Market,N,Y,Y,Y,Y,N
38.952822,-76.941854,Hyattsville Farmers Market,N,-,Y,Y,Y,N
39.139602,-84.44233,Hyde Park Farmers' Market,N,Y,Y,Y,Y,Y
42.345173,-95.470874,Ida Area Farmers' Market,Y,N,Y,Y,N,N
43.494592,-112.042508,Idaho Falls Farmers' Market,N,N,N,N,Y,N
43.02429,-83.074322,Imlay City Farmers Market,Y,-,Y,Y,N,N
37.334578,-88.081353,Imogene Stout Market on Main ,N,Y,Y,Y,N,N
42.4687056,-91.8949732,Independence Farmers Market,Y,N,Y,Y,N,N
39.093845,-94.418179,INDEPENDENCE UPTOWN MARKET,N,N,Y,Y,Y,N
43.782397,-74.270529,Indian Lake Community Farmers Market ,N,Y,Y,Y,Y,N
40.621852,-79.155021,Indiana County Farmers Market ,Y,N,Y,Y,Y,Y
42.9814841,-85.0677261,Ionia Farmers' Market,Y,-,Y,Y,N,N
