,FMID,x,y,WIC,SNAP,Fruits,Vegetables,Organic,Meat
583,1018221.0,-85.07274,33.571346999999996,N,Y,Y,Y,Y,Y
584,,,,,,,,,
585,1000368.0,-91.82851600000001,45.443768,N,N,Y,Y,Y,Y
586,,,,,,,,,
587,1019530.0,-81.55327199999999,41.098698,Y,Y,Y,Y,N,Y
588,,,,,,,,,
589,1019529.0,-81.583614,41.189312,Y,Y,Y,Y,Y,Y
590,,,,,,,,,
591,1019531.0,-81.51587099999999,41.08885,Y,Y,Y,Y,N,Y
592,,,,,,,,,
593,1019258.0,-81.589922,41.192676,N,Y,Y,Y,Y,Y
594,,,,,,,,,
595,1019325.0,-72.345186,41.764283,Y,N,Y,Y,Y,Y
596,,,,,,,,,
597,1019296.0,-84.50885500000001,39.088659,N,Y,Y,Y,N,Y
598,,,,,,,,,
599,1012552.0,-97.442048,32.716446999999995,N,N,Y,Y,N,Y
600,,,,,,,,,
601,1009993.0,-99.99011540000001,40.860622799999994,N,N,Y,Y,Y,N
602,,,,,,,,,
603,1019130.0,-109.58853,44.5205554,N,N,Y,N,Y,N
604,,,,,,,,,
605,1021410.0,-71.452664,41.784704,Y,Y,Y,Y,-,N
606,,,,,,,,,
607,1021330.0,-86.90373199999999,40.040652,N,Y,Y,Y,-,Y
608,,,,,,,,,
609,1021331.0,-86.896007,40.046040000000005,N,Y,Y,Y,-,Y
610,,,,,,,,,
611,1021227.0,-118.335422,34.008706,Y,Y,Y,Y,Y,N
612,,,,,,,,,
613,1019260.0,-90.133127,29.932171000000004,Y,Y,Y,Y,Y,Y
614,,,,,,,,,
615,1019261.0,-90.058904,29.960278999999996,Y,Y,Y,Y,Y,N
616,,,,,,,,,
617,1019262.0,-90.133127,29.932159000000002,Y,Y,Y,Y,Y,Y
618,,,,,,,,,
619,1002470.0,-83.11354990000001,41.345408,Y,Y,Y,Y,-,Y
620,,,,,,,,,
621,1021391.0,-90.78648299999999,35.223532,N,N,N,Y,N,N
622,,,,,,,,,
623,1012365.0,-76.990169,38.990479,Y,Y,Y,Y,Y,Y
624,,,,,,,,,
625,1001869.0,-88.31701,42.243752,Y,N,Y,Y,-,Y
626,,,,,,,,,
627,1021346.0,-118.39464,34.024936,Y,Y,Y,Y,Y,N
628,,,,,,,,,
629,1019701.0,-86.419302,41.218494,Y,N,Y,Y,Y,Y
630,,,,,,,,,
631,1019702.0,-86.422907,41.216815000000004,Y,N,Y,Y,Y,Y
632,,,,,,,,,
633,1020109.0,-85.364614,36.790074,Y,N,Y,Y,N,N
634,,,,,,,,,
635,1021387.0,-85.961539,39.775859999999994,Y,Y,Y,Y,N,Y
636,,,,,,,,,
637,1019539.0,-81.48356,41.130404,N,N,Y,Y,-,N
638,,,,,,,,,
639,1021408.0,-92.41424,33.812858,N,N,N,Y,N,N
640,,,,,,,,,
641,1004516.0,-73.450227,41.397912,Y,Y,Y,Y,-,N
642,,,,,,,,,
643,1019163.0,-93.153099,35.220839,Y,Y,Y,Y,Y,Y
644,,,,,,,,,
645,1012505.0,-90.11744499999999,42.677665999999995,Y,N,N,Y,N,N
646,,,,,,,,,
647,1018157.0,-90.571154,41.562863,Y,Y,Y,Y,-,N
648,,,,,,,,,
649,1019880.0,-97.12995500000001,41.264759000000005,Y,N,Y,Y,-,N
650,,,,,,,,,
651,1012254.0,-96.0574386,44.9259444,N,N,Y,Y,N,N
652,,,,,,,,,
653,1019100.0,-112.00256100000001,40.547045000000004,N,N,Y,Y,-,Y
654,,,,,,,,,
655,1019648.0,-90.552184,38.143961,N,Y,Y,Y,N,Y
656,,,,,,,,,
657,1018945.0,-83.211488,42.313057,N,Y,Y,Y,Y,N
658,,,,,,,,,
659,1019970.0,-84.296808,33.778773,N,Y,Y,Y,-,Y
660,,,,,,,,,
661,1012296.0,-89.339846,43.246672,N,Y,Y,Y,Y,Y
662,,,,,,,,,
663,1011103.0,-88.752032,41.931127000000004,N,Y,Y,Y,-,N
664,,,,,,,,,
665,1002536.0,-121.92703940000001,36.9872756,Y,N,Y,Y,Y,N
666,,,,,,,,,
667,1020061.0,-97.360349,37.683757,N,N,Y,Y,Y,Y
668,,,,,,,,,
669,1018416.0,-91.982453,29.941659,N,N,Y,Y,-,Y
670,,,,,,,,,
671,1019308.0,-73.82589499999999,42.619919,N,Y,Y,Y,Y,Y
672,,,,,,,,,
673,1020191.0,-80.071595,26.462365000000002,N,N,Y,Y,-,Y
674,,,,,,,,,
675,1007255.0,-122.329307,47.401657,Y,Y,Y,Y,Y,Y
676,,,,,,,,,
677,1003628.0,-83.889459,42.339503,N,Y,Y,Y,-,N
678,,,,,,,,,
679,1021318.0,-75.151276,39.927056,Y,N,Y,Y,N,Y
680,,,,,,,,,
681,1021261.0,-85.059414,39.018037,Y,N,N,N,N,N
682,,,,,,,,,
683,1018958.0,-77.037849,40.110975,N,N,,,Y,
684,,,,,,,,,
685,1019458.0,-84.647388,42.646201,Y,Y,Y,Y,N,Y
686,,,,,,,,,
687,1018816.0,-83.176305,32.200790000000005,N,Y,Y,Y,-,N
688,,,,,,,,,
689,1019742.0,-90.129944,42.962345,Y,Y,Y,Y,-,Y
690,,,,,,,,,
691,1019439.0,-108.90358700000002,37.764835999999995,N,Y,Y,Y,-,N
692,,,,,,,,,
693,1019964.0,-116.07672,44.730034,N,Y,Y,Y,Y,N
694,,,,,,,,,
695,1018706.0,-71.060126,42.304202000000004,Y,Y,Y,Y,Y,N
696,,,,,,,,,
697,1020111.0,-77.40588699999999,37.5380571,N,Y,Y,Y,N,N
698,,,,,,,,,
699,1003046.0,-88.4725142,43.013121000000005,N,N,Y,Y,-,N
700,,,,,,,,,
701,1009829.0,-70.87597099999999,43.200765000000004,N,Y,Y,Y,Y,Y
702,,,,,,,,,
703,1009894.0,-74.000805,40.746359000000005,Y,Y,Y,Y,Y,Y
704,,,,,,,,,
705,1021296.0,-73.773482,40.7308,Y,Y,Y,Y,Y,Y
706,,,,,,,,,
707,1010954.0,-73.760008,40.933512,Y,Y,Y,Y,Y,Y
708,,,,,,,,,
709,1016793.0,-73.73040400000001,40.944796999999994,Y,Y,Y,Y,Y,Y
710,,,,,,,,,
711,1010969.0,-73.943291,40.724358,Y,Y,Y,Y,Y,Y
712,,,,,,,,,
713,1010972.0,-73.959645,40.801254,Y,Y,Y,Y,Y,Y
714,,,,,,,,,
715,1010958.0,-73.79101700000001,40.93357,Y,Y,Y,Y,Y,Y
716,,,,,,,,,
717,1016792.0,-73.86341,41.160793,Y,Y,Y,Y,Y,Y
718,,,,,,,,,
719,1009895.0,-73.983867,40.672303,Y,Y,Y,Y,Y,Y
720,,,,,,,,,
721,1010982.0,-73.826548,40.751776,Y,Y,Y,Y,N,N
722,,,,,,,,,
723,1010960.0,-73.68604300000001,40.983895000000004,Y,Y,Y,Y,Y,Y
724,,,,,,,,,
725,1016867.0,-75.705606,40.007243,Y,N,Y,Y,N,Y
726,,,,,,,,,
727,1019667.0,-82.495552,29.790871999999997,N,N,Y,Y,Y,Y
728,,,,,,,,,
729,1009043.0,-83.208989,42.254801,N,Y,Y,Y,N,N
730,,,,,,,,,
731,1003643.0,-89.035555,42.499697999999995,Y,Y,Y,Y,Y,Y
732,,,,,,,,,
733,1020064.0,-122.2716,37.869819,Y,Y,Y,Y,Y,Y
734,,,,,,,,,
735,1020000.0,-88.994107,40.480014000000004,Y,Y,Y,Y,Y,Y
736,,,,,,,,,
737,1020001.0,-88.996165,40.478127,N,Y,Y,Y,Y,Y
738,,,,,,,,,
739,1019370.0,-95.863185,32.557359999999996,N,N,Y,Y,Y,Y
740,,,,,,,,,
741,1019944.0,-121.840469,39.728991,Y,Y,Y,Y,-,Y
742,,,,,,,,,
743,1021401.0,-92.440867,35.088507,Y,Y,Y,Y,-,Y
744,,,,,,,,,
745,1000841.0,-96.54535,33.755828,N,N,Y,Y,N,Y
746,,,,,,,,,
747,1019401.0,-88.282543,42.036328000000005,N,Y,Y,Y,Y,Y
748,,,,,,,,,
749,1008853.0,-87.586443,37.993544,Y,Y,Y,Y,-,Y
750,,,,,,,,,
751,1002400.0,-88.30222909999999,36.609795899999995,N,N,Y,Y,Y,Y
752,,,,,,,,,
753,1019032.0,-80.770914,34.721099,N,N,Y,Y,Y,Y
754,,,,,,,,,
755,1019856.0,-88.302435,36.609868,N,N,Y,Y,Y,Y
756,,,,,,,,,
757,1019216.0,-80.321851,27.449057,N,N,Y,Y,Y,Y
758,,,,,,,,,
759,1012243.0,-88.446973,43.775364,Y,Y,Y,Y,N,Y
760,,,,,,,,,
761,1012256.0,-88.447092,43.777853,Y,Y,Y,Y,N,Y
762,,,,,,,,,
763,1019654.0,-88.017128,44.513118,Y,Y,Y,Y,Y,Y
764,,,,,,,,,
765,1019341.0,-84.857359,39.095734,Y,Y,Y,Y,N,Y
766,,,,,,,,,
767,1019083.0,-84.1058237,40.739547200000004,N,Y,Y,Y,-,N
768,,,,,,,,,
769,1009757.0,-90.114634,32.460885,N,N,Y,Y,-,Y
770,,,,,,,,,
771,1019720.0,-85.38297299999999,38.738245,Y,Y,Y,Y,Y,Y
772,,,,,,,,,
773,1018930.0,-87.395409,46.543488,Y,Y,Y,Y,Y,Y
774,,,,,,,,,
775,1003977.0,-91.234721,35.6268,Y,Y,N,Y,-,N
776,,,,,,,,,
777,1018621.0,-122.578749,38.107535999999996,Y,Y,Y,Y,Y,N
778,,,,,,,,,
779,1019721.0,-122.159029,37.44533,N,N,Y,Y,Y,Y
780,,,,,,,,,
781,1021411.0,-94.116,36.332762,N,N,N,Y,-,Y
782,,,,,,,,,
783,1005281.0,-122.02703740000001,36.9724758,Y,Y,Y,Y,Y,Y
784,,,,,,,,,
785,1019525.0,-120.50278700000001,46.602267,Y,Y,Y,Y,Y,Y
786,,,,,,,,,
787,1019729.0,-88.693465,36.277008,N,Y,Y,Y,Y,Y
788,,,,,,,,,
789,1004676.0,-76.645847,39.317944,Y,Y,Y,Y,Y,N
790,,,,,,,,,
791,1005358.0,-121.87863899999999,37.710402,Y,Y,Y,Y,Y,N
792,,,,,,,,,
793,1005197.0,-90.667851,42.504521000000004,Y,Y,Y,Y,Y,Y
794,,,,,,,,,
795,1019994.0,-92.093948,46.788804999999996,N,N,Y,Y,N,N
796,,,,,,,,,
797,1018953.0,-107.88275800000001,37.273063,N,Y,Y,Y,Y,Y
798,,,,,,,,,
799,1000312.0,-78.90185600000001,36.000559,Y,Y,Y,Y,Y,Y
800,,,,,,,,,
801,1009830.0,-70.910656,43.13661,N,Y,Y,Y,Y,Y
802,,,,,,,,,
803,1012345.0,-121.986419,47.744679,Y,Y,Y,Y,Y,Y
804,,,,,,,,,
805,1019082.0,-118.776299,39.473055,Y,Y,Y,Y,Y,N
806,,,,,,,,,
807,1019870.0,-96.43272900000001,40.816121,N,N,Y,Y,-,N
808,,,,,,,,,
809,1021275.0,-95.19455699999999,29.975941,N,N,Y,Y,Y,Y
810,,,,,,,,,
811,1018159.0,-84.344531,33.738679,N,Y,Y,Y,Y,Y
812,,,,,,,,,
813,1021303.0,-71.039467,42.374945000000004,Y,Y,Y,Y,Y,Y
814,,,,,,,,,
815,1021414.0,-71.076514,42.3313532,Y,Y,Y,Y,Y,Y
816,,,,,,,,,
817,1011673.0,-95.342978,29.757510999999997,N,Y,Y,Y,N,Y
818,,,,,,,,,
819,1019079.0,-73.695566,42.618063,Y,N,Y,Y,-,N
820,,,,,,,,,
821,1020133.0,-118.308877,34.10151,Y,Y,Y,Y,N,N
822,,,,,,,,,
823,1011113.0,-86.764338,36.172268,N,Y,Y,Y,Y,Y
824,,,,,,,,,
825,1019510.0,-74.209979,40.76125,Y,Y,Y,Y,Y,N
826,,,,,,,,,
827,1020172.0,-122.13255,37.469415000000005,Y,Y,Y,Y,Y,N
828,,,,,,,,,
829,1012717.0,-84.442141,33.679488,N,Y,Y,Y,Y,Y
830,,,,,,,,,
831,1019094.0,-76.794875,42.088757,Y,Y,Y,Y,-,Y
832,,,,,,,,,
833,1021300.0,-122.49377700000001,45.615372,Y,Y,Y,Y,-,Y
834,,,,,,,,,
835,1019125.0,-78.595325,42.97573,N,N,Y,Y,Y,Y
836,,,,,,,,,
837,1019462.0,-72.669638,42.265189,Y,Y,Y,Y,-,Y
838,,,,,,,,,
839,1009867.0,-75.206274,40.689778000000004,Y,Y,Y,Y,Y,Y
840,,,,,,,,,
841,1019624.0,-83.900903,35.976258,Y,Y,Y,Y,N,Y
842,,,,,,,,,
843,1021371.0,-71.504764,41.901795,N,N,Y,Y,-,Y
844,,,,,,,,,
845,1021228.0,-118.258276,34.076409000000005,Y,Y,Y,Y,Y,N
846,,,,,,,,,
847,1012783.0,-76.607401,36.062086,Y,Y,Y,Y,N,Y
848,,,,,,,,,
849,1012160.0,-122.37678700000001,47.811264,Y,N,Y,Y,Y,Y
850,,,,,,,,,
851,1019118.0,-87.280716,45.049942,N,N,Y,Y,N,N
852,,,,,,,,,
853,1019936.0,-118.03995,34.075484,Y,Y,Y,Y,-,N
854,,,,,,,,,
855,1012634.0,-93.100656,42.36051,Y,N,Y,Y,-,N
856,,,,,,,,,
857,1019921.0,-97.370756,30.346425,N,N,Y,Y,N,Y
858,,,,,,,,,
859,1018900.0,-72.4681079,41.903639299999995,Y,Y,Y,Y,-,Y
860,,,,,,,,,
861,1018898.0,-72.49035,41.8697886,Y,Y,Y,Y,-,Y
862,,,,,,,,,
863,1020112.0,-83.12263399999999,38.093439000000004,Y,N,Y,Y,N,N
864,,,,,,,,,
865,1018717.0,-71.229493,42.349361,Y,Y,Y,Y,Y,Y
866,,,,,,,,,
867,1021207.0,-78.877625,42.923862,Y,Y,Y,Y,Y,Y
868,,,,,,,,,
869,1002657.0,-75.4903,40.5366,N,Y,Y,Y,Y,Y
870,,,,,,,,,
871,1002769.0,-86.063056,44.811223999999996,Y,N,Y,Y,Y,N
872,,,,,,,,,
873,1019398.0,-94.502691,37.087883000000005,N,Y,Y,Y,Y,Y
874,,,,,,,,,
875,1012045.0,-118.5128542,34.1862306,Y,Y,Y,Y,Y,Y
876,,,,,,,,,
877,1018940.0,-85.578248,46.119734,Y,N,N,Y,-,N
878,,,,,,,,,
879,1019684.0,-82.684674,35.54099,N,N,Y,Y,Y,Y
880,,,,,,,,,
881,1018765.0,-96.629391,32.32763,Y,Y,Y,Y,-,Y
882,,,,,,,,,
883,1019687.0,-121.987466,47.202843,N,N,Y,Y,-,N
884,,,,,,,,,
885,1006678.0,-106.06580500000001,36.003598,Y,Y,Y,Y,Y,Y
886,,,,,,,,,
887,1003568.0,-122.33185800000001,45.297544,Y,N,,,-,
888,,,,,,,,,
889,1020053.0,-122.895854,41.458263,Y,Y,Y,Y,Y,Y
890,,,,,,,,,
891,1019954.0,-93.746149,36.398616,Y,Y,Y,Y,Y,Y
892,,,,,,,,,
893,1010195.0,-85.259592,43.899648,Y,Y,Y,Y,N,Y
894,,,,,,,,,
895,1005267.0,-158.007174,21.314954,N,Y,Y,Y,N,N
896,,,,,,,,,
897,1007798.0,-70.950053,42.983633000000005,N,Y,Y,Y,Y,Y
898,,,,,,,,,
899,1019081.0,-73.266531,43.59449,Y,N,Y,Y,-,N
900,,,,,,,,,
901,1018622.0,-122.58998000000001,37.985729,Y,Y,Y,Y,Y,Y
902,,,,,,,,,
903,1019186.0,-77.308647,38.846056,N,N,Y,Y,-,Y
904,,,,,,,,,
905,1019049.0,-94.85447099999999,36.747475,N,Y,Y,Y,-,Y
906,,,,,,,,,
907,1018562.0,-117.41778000000001,47.768387,Y,Y,Y,Y,Y,Y
908,,,,,,,,,
909,1019457.0,-96.728376,40.877604999999996,N,Y,Y,Y,Y,Y
910,,,,,,,,,
911,1010889.0,-96.723203,43.560777,N,N,Y,Y,Y,Y
912,,,,,,,,,
913,1019841.0,-86.274997,39.894467,N,Y,Y,Y,Y,Y
914,,,,,,,,,
915,1019499.0,-73.798353,42.665745,Y,Y,N,Y,Y,N
916,,,,,,,,,
917,1019523.0,-106.789695,32.326444,Y,Y,Y,Y,Y,Y
918,,,,,,,,,
919,1018937.0,-96.8952798,32.917849600000004,N,N,Y,Y,-,N
920,,,,,,,,,
921,1019436.0,-151.13536100000002,60.472775,Y,N,Y,Y,-,N
922,,,,,,,,,
923,1018131.0,-88.159755,41.767594,N,N,Y,Y,N,Y
924,,,,,,,,,
925,1020104.0,-85.217676,37.683658,Y,N,Y,Y,-,Y
926,,,,,,,,,
927,1021388.0,-85.75624,39.791832,Y,Y,Y,Y,N,Y
928,,,,,,,,,
929,1019705.0,-111.893119,33.697831,N,N,Y,Y,-,N
930,,,,,,,,,
931,1005069.0,-80.86256800000001,32.234811,Y,Y,Y,Y,Y,Y
932,,,,,,,,,
933,1021404.0,-94.446383,36.419093,N,N,Y,Y,N,Y
934,,,,,,,,,
935,1005159.0,-93.255076,37.136365000000005,N,Y,Y,Y,Y,Y
936,,,,,,,,,
937,1019993.0,-85.482096,37.244082,Y,N,Y,Y,N,Y
938,,,,,,,,,
939,1020079.0,-85.307537,37.103437,N,N,Y,Y,N,Y
940,,,,,,,,,
941,1020080.0,-85.307537,37.103437,N,N,Y,Y,N,Y
942,,,,,,,,,
943,1019862.0,-77.189254,40.201689,Y,Y,Y,Y,Y,Y
944,,,,,,,,,
945,1018427.0,-80.669759,40.377613000000004,N,N,Y,Y,-,Y
946,,,,,,,,,
947,1016870.0,-155.44974,20.070926999999998,N,Y,Y,Y,Y,N
948,,,,,,,,,
949,1019796.0,-83.427938,39.53886,Y,Y,Y,Y,N,N
950,,,,,,,,,
951,1019801.0,-83.427938,39.53886,N,Y,Y,Y,N,N
952,,,,,,,,,
953,1019800.0,-85.139738,39.641132,N,Y,Y,Y,-,Y
954,,,,,,,,,
955,1012627.0,-79.09014300000001,35.800209,N,N,Y,Y,Y,Y
956,,,,,,,,,
957,1002721.0,-122.073815,37.048109000000004,Y,Y,Y,Y,Y,Y
958,,,,,,,,,
959,1018973.0,-90.3027133,38.737579499999995,N,Y,Y,Y,Y,N
960,,,,,,,,,
961,1020193.0,-122.39352,37.795162,Y,Y,Y,Y,Y,Y
962,,,,,,,,,
963,1012308.0,-74.4669868,42.6792512,Y,Y,Y,Y,N,Y
964,,,,,,,,,
965,1019771.0,-84.54095,39.231609999999996,N,Y,Y,Y,-,Y
966,,,,,,,,,
967,1018193.0,-83.1700053,40.9509375,N,N,Y,Y,-,N
968,,,,,,,,,
969,1020008.0,-92.03139399999999,30.211572999999998,N,Y,Y,Y,-,N
970,,,,,,,,,
971,1019677.0,-97.15659699999999,37.723203000000005,N,N,Y,Y,N,Y
972,,,,,,,,,
973,1004377.0,-87.24535,45.113436,N,N,Y,Y,Y,N
974,,,,,,,,,
975,1019914.0,-71.48823900000001,41.380339,Y,N,Y,Y,-,N
976,,,,,,,,,
977,1019897.0,-83.759523,38.421407,Y,N,Y,Y,-,Y
978,,,,,,,,,
979,1020091.0,-82.775995,37.670674,Y,N,Y,Y,-,N
980,,,,,,,,,
981,1020065.0,-85.896109,38.315002,Y,N,Y,Y,-,Y
982,,,,,,,,,
983,1021453.0,-87.939701,43.061842999999996,Y,Y,Y,Y,N,N
984,,,,,,,,,
985,1019123.0,-106.32699009999999,42.8482536,N,Y,Y,Y,N,Y
986,,,,,,,,,
987,1000958.0,-79.285443,37.36437,N,Y,Y,Y,N,Y
988,,,,,,,,,
989,1003332.0,-123.11206299999999,45.520623,Y,Y,Y,Y,Y,Y
990,,,,,,,,,
991,1002803.0,-78.44106,38.1087,N,N,Y,Y,N,Y
992,,,,,,,,,
993,1018989.0,-85.989646,39.865956,Y,Y,Y,Y,Y,Y
994,,,,,,,,,
995,1018505.0,-104.244013,34.470848,Y,Y,Y,Y,N,N
996,,,,,,,,,
997,1019101.0,-88.17851,42.398071,N,N,Y,Y,-,Y
998,,,,,,,,,
999,1002880.0,-83.738212,43.344313,Y,Y,Y,Y,Y,Y
1000,,,,,,,,,
1001,1019298.0,-84.88020999999999,38.201613,Y,Y,Y,Y,Y,Y
1002,,,,,,,,,
1003,1019147.0,-86.05768,39.479799,N,Y,Y,Y,Y,Y
1004,,,,,,,,,
1005,1021383.0,-82.951398,39.966119,N,Y,Y,Y,-,N
1006,,,,,,,,,
1007,1020092.0,-86.577261,36.724368,Y,N,Y,Y,N,N
1008,,,,,,,,,
1009,1020007.0,-87.59474200000001,37.980191,Y,Y,Y,Y,-,Y
1010,,,,,,,,,
1011,1012429.0,-84.35682,33.767590000000006,N,Y,Y,Y,Y,Y
1012,,,,,,,,,
1013,1018415.0,-94.5268459,37.05268770000001,N,N,Y,Y,-,Y
1014,,,,,,,,,
1015,1021353.0,-90.582083,41.519748,Y,Y,Y,Y,Y,Y
1016,,,,,,,,,
1017,1019600.0,-98.072988,29.717952,N,N,Y,Y,N,Y
1018,,,,,,,,,
1019,1019404.0,-121.812514,38.016546000000005,N,Y,Y,Y,-,N
1020,,,,,,,,,
1021,1012466.0,-75.74845400000001,39.973192499999996,Y,Y,Y,Y,N,N
1022,,,,,,,,,
1023,1018671.0,-77.044967,38.911806,Y,Y,Y,Y,Y,Y
1024,,,,,,,,,
1025,1011730.0,-95.19130200000001,29.520767,N,N,Y,Y,Y,Y
1026,,,,,,,,,
1027,1019762.0,-85.136155,41.078388000000004,N,N,Y,Y,Y,Y
1028,,,,,,,,,
1029,1019285.0,-85.140411,41.074494,N,N,Y,Y,Y,Y
1030,,,,,,,,,
1031,1019998.0,-95.888475,29.690226000000003,N,N,Y,Y,-,Y
1032,,,,,,,,,
1033,1018121.0,-86.21583309999998,41.0647645,N,N,Y,Y,Y,Y
1034,,,,,,,,,
1035,1019949.0,-74.003474,40.706222,N,Y,Y,Y,Y,Y
1036,,,,,,,,,
1037,1006661.0,-85.640479,42.963913,Y,Y,Y,Y,Y,Y
1038,,,,,,,,,
1039,1021444.0,-94.63551700000001,37.075194,N,N,Y,Y,N,N
1040,,,,,,,,,
1041,1019630.0,-86.448948,36.388902,N,N,Y,Y,-,Y
1042,,,,,,,,,
1043,1011814.0,-117.4578357,33.909747499999995,Y,Y,Y,Y,Y,Y
1044,,,,,,,,,
1045,1018970.0,-100.8532074,37.977253600000004,N,N,Y,Y,-,N
1046,,,,,,,,,
1047,1018831.0,-94.925777,38.812999,N,N,Y,Y,Y,Y
1048,,,,,,,,,
1049,1019728.0,-86.14183,39.731109000000004,Y,Y,Y,Y,Y,Y
1050,,,,,,,,,
1051,1020095.0,-84.583209,37.614373,N,N,N,Y,N,N
1052,,,,,,,,,
1053,1019587.0,-85.598506,40.489812,N,N,Y,Y,N,Y
1054,,,,,,,,,
1055,1021395.0,-94.029671,33.430403999999996,Y,N,Y,Y,-,Y
1056,,,,,,,,,
1057,1021416.0,-91.844351,45.402192,N,N,Y,Y,-,N
1058,,,,,,,,,
1059,1012033.0,-79.28178259999999,33.3662089,Y,Y,Y,N,-,Y
1060,,,,,,,,,
1061,1019602.0,-95.422239,29.857439000000003,Y,Y,Y,Y,N,N
1062,,,,,,,,,
1063,1019603.0,-95.386342,29.780471999999996,Y,Y,Y,Y,N,N
1064,,,,,,,,,
1065,1019604.0,-95.43355,29.614043,Y,Y,Y,Y,N,N
1066,,,,,,,,,
1067,1019605.0,-95.30090200000001,29.734482,Y,Y,Y,Y,N,N
1068,,,,,,,,,
1069,1019606.0,-95.304197,29.851549,Y,Y,Y,Y,N,N
1070,,,,,,,,,
1071,1019607.0,-95.496227,29.711246000000003,Y,Y,Y,Y,N,N
1072,,,,,,,,,
1073,1019608.0,-95.356477,29.656412,Y,Y,Y,Y,N,N
1074,,,,,,,,,
1075,1021284.0,-71.332318,43.425346999999995,N,Y,Y,Y,Y,Y
1076,,,,,,,,,
1077,1008573.0,-94.5730016,39.2214548,N,Y,Y,Y,N,Y
1078,,,,,,,,,
1079,1002767.0,-85.98690500000001,44.897978,Y,N,Y,Y,Y,Y
1080,,,,,,,,,
1081,1005588.0,-85.934714,33.957828000000006,N,N,Y,N,-,N
1082,,,,,,,,,
1083,1019710.0,-73.653504,43.317546,Y,Y,Y,Y,Y,Y
1084,,,,,,,,,
1085,1019414.0,-87.681844,41.837551,Y,Y,Y,Y,Y,Y
1086,,,,,,,,,
1087,1021364.0,-71.444335,41.649602,Y,Y,Y,Y,Y,Y
1088,,,,,,,,,
1089,1020050.0,-96.706451,32.829956,N,Y,Y,Y,N,N
1090,,,,,,,,,
1091,1019833.0,-92.624672,44.403334,N,N,Y,Y,-,Y
1092,,,,,,,,,
1093,1021350.0,-114.712524,42.932194,N,Y,Y,Y,-,Y
1094,,,,,,,,,
1095,1021308.0,-75.221221,40.037308,Y,N,Y,Y,N,N
1096,,,,,,,,,
1097,1012253.0,-74.32289899999999,41.401965999999994,Y,N,Y,Y,N,Y
1098,,,,,,,,,
1099,1021392.0,-91.55237,34.498020000000004,N,N,Y,Y,-,N
1100,,,,,,,,,
1101,1005937.0,-93.52975699999999,47.221394000000004,N,Y,Y,Y,N,Y
1102,,,,,,,,,
1103,1017947.0,-79.978064,37.265053,N,Y,Y,Y,N,Y
1104,,,,,,,,,
1105,1018611.0,-84.37362900000001,33.738909,N,Y,Y,Y,Y,Y
1106,,,,,,,,,
1107,1019989.0,-73.943475,40.823803999999996,Y,Y,Y,Y,N,N
1108,,,,,,,,,
1109,1009808.0,-72.559612,42.606069,Y,Y,Y,Y,-,Y
1110,,,,,,,,,
1111,1021456.0,-79.977907,40.041866999999996,N,Y,Y,Y,N,N
1112,,,,,,,,,
1113,1006059.0,-75.91127269,43.972095700000004,N,Y,Y,Y,Y,Y
1114,,,,,,,,,
1115,1021289.0,-104.689105,40.424001000000004,N,Y,Y,Y,-,Y
1116,,,,,,,,,
1117,1021319.0,-87.633865,41.915853999999996,Y,Y,Y,Y,Y,Y
1118,,,,,,,,,
1119,1021320.0,-87.650439,41.880039000000004,Y,Y,Y,Y,Y,Y
1120,,,,,,,,,
1121,1004849.0,-84.378551,33.784257000000004,N,N,Y,Y,Y,Y
1122,,,,,,,,,
1123,1006997.0,-94.584857,47.100539000000005,N,Y,Y,Y,Y,Y
1124,,,,,,,,,
1125,1019805.0,-76.877296,39.001146000000006,N,Y,Y,Y,Y,Y
1126,,,,,,,,,
1127,1019132.0,-78.38414300000001,38.233858000000005,N,N,Y,Y,-,Y
1128,,,,,,,,,
1129,1018472.0,-90.0653599,29.9165076,N,N,Y,Y,Y,Y
1130,,,,,,,,,
1131,1021382.0,-92.724057,41.743189,Y,Y,Y,Y,N,Y
1132,,,,,,,,,
1133,1019088.0,-91.1491139,30.461755699999998,Y,Y,Y,Y,-,N
1134,,,,,,,,,
1135,1021247.0,-82.11834,33.387808,N,Y,N,Y,Y,N
1136,,,,,,,,,
1137,1018619.0,-91.095446,42.782433000000005,Y,Y,Y,Y,-,Y
1138,,,,,,,,,
1139,1005265.0,-157.914948,21.373292000000003,N,Y,Y,Y,N,N
1140,,,,,,,,,
1141,1001804.0,-78.92836,36.76317,N,Y,Y,Y,N,N
1142,,,,,,,,,
1143,1019673.0,-84.565522,39.394328,N,N,Y,Y,-,N
1144,,,,,,,,,
1145,1018774.0,-78.8531625,35.1865196,N,N,Y,Y,N,N
1146,,,,,,,,,
1147,1019738.0,-68.847236,44.74558,Y,Y,Y,Y,Y,Y
1148,,,,,,,,,
1149,1019209.0,-76.305582,36.912352,N,N,Y,Y,Y,Y
1150,,,,,,,,,
1151,1001597.0,-93.20970200000001,42.742892,Y,Y,Y,Y,N,N
1152,,,,,,,,,
1153,1006425.0,-159.499208,22.201731,N,N,Y,Y,-,N
1154,,,,,,,,,
1155,1019065.0,-83.65300400000001,41.039589,N,N,Y,Y,-,Y
1156,,,,,,,,,
1157,1019148.0,-76.98261,39.803273,N,N,Y,Y,N,Y
1158,,,,,,,,,
